T_feed_K,P_feed_Pa,xF_benzene,N_stages,feed_stage,reflux_ratio,bottoms_flow_mols,xD_benzene,xB_toluene,QC_kW,QR_kW
353.4,101325.0,0.3527,16,5,1.573,42.9,0.616065,0.997839,4.7464,5.0435
367.7,101325.0,0.5951,17,8,3.679,58.3,0.996084,0.69171,5.9189,3.2809
342.4,101325.0,0.4666,15,4,3.542,48.4,0.90144,0.996967,7.2465,7.6755
363.2,101325.0,0.6557,12,7,3.511,56.2,0.997551,0.610724,5.9919,4.5795
369.0,101325.0,0.4972,20,9,1.588,46.9,0.89616,0.954501,4.2532,2.4893
384.7,101325.0,0.4446,16,6,3.017,56.9,0.92868,0.922079,5.3253,1.9503
340.9,101325.0,0.5364,11,7,3.789,49.3,0.983907,0.923867,7.3848,7.7936
352.7,101325.0,0.7092,20,11,1.526,61.0,0.991758,0.471452,2.9913,3.1012
371.9,101325.0,0.2751,11,3,3.793,31.9,0.400647,0.992917,10.7728,10.7973
383.4,101325.0,0.5725,14,5,2.499,39.4,0.928734,0.975385,6.5219,3.1683
355.7,101325.0,0.2594,17,5,2.406,49.0,0.508066,0.999415,5.6795,5.9905
377.4,101325.0,0.3551,16,6,3.049,56.4,0.784272,0.97667,5.5702,2.2868
373.9,101325.0,0.3787,14,9,2.444,31.9,0.554754,0.997138,7.6311,5.1375
371.8,101325.0,0.698,14,6,1.532,34.0,0.96129,0.813095,5.1067,1.8731
356.1,101325.0,0.3417,12,7,1.818,53.4,0.69793,0.969165,4.1972,4.4633
340.8,101325.0,0.302,16,6,2.809,32.0,0.443975,0.999697,8.5189,9.0264
343.9,101325.0,0.2577,19,11,3.641,54.2,0.562523,0.99988,6.9101,7.4137
347.6,101325.0,0.2999,17,9,3.613,42.4,0.520514,0.999801,8.6767,9.0893
351.3,101325.0,0.2469,14,4,1.967,41.3,0.418931,0.997608,5.74,6.1213
369.7,101325.0,0.2513,17,8,2.422,39.0,0.411811,0.999756,6.8836,6.9622
384.2,101325.0,0.2308,15,6,3.742,60.6,0.571514,0.99072,6.0677,2.6964
376.2,101325.0,0.7855,14,6,2.954,37.5,0.998189,0.568981,7.4933,4.2008
362.8,101325.0,0.6768,11,6,3.144,53.4,0.996824,0.602471,5.8572,4.3075
385.0,101325.0,0.6272,16,9,3.303,34.3,0.953341,0.997452,8.6531,5.285
374.1,101325.0,0.4301,15,8,2.212,30.4,0.616854,0.997467,7.2216,3.9528
360.8,101325.0,0.4518,14,6,2.276,44.5,0.807801,0.992197,5.715,5.8588
359.0,101325.0,0.4058,19,7,3.082,54.6,0.893098,0.999371,5.739,5.9476
377.0,101325.0,0.3245,19,10,1.691,67.9,0.61473,0.812708,2.7911,0.5192
365.7,101325.0,0.2887,10,5,3.047,36.5,0.442781,0.979358,8.4531,8.5742
351.6,101325.0,0.3422,18,6,1.701,46.6,0.64007,0.999134,4.6458,4.9806
382.0,101325.0,0.2366,15,5,2.687,63.0,0.541724,0.9426,4.4449,1.0923
367.1,101325.0,0.2471,20,12,1.797,61.9,0.644564,0.997541,3.4305,3.5754
380.3,101325.0,0.5192,11,3,2.046,64.7,0.88861,0.682348,3.3325,0.0231
373.9,101325.0,0.4746,17,8,2.683,47.5,0.892437,0.987205,5.9886,2.7517
363.0,101325.0,0.7231,12,4,2.261,48.6,0.994439,0.56387,5.0865,2.6716
359.9,101325.0,0.3425,12,6,3.338,35.4,0.526972,0.994135,9.145,9.3349
371.8,101325.0,0.4563,17,8,3.582,64.6,0.985987,0.83396,4.9312,2.3705
367.2,101325.0,0.4491,16,7,1.829,63.3,0.958866,0.846449,3.1743,2.9732
365.7,101325.0,0.5237,17,8,3.747,30.3,0.751263,0.999768,10.4933,9.8926
370.5,101325.0,0.6826,13,4,2.936,62.9,0.994134,0.50115,4.4316,1.1903
376.4,101325.0,0.3525,13,7,2.545,53.8,0.709893,0.954406,5.2259,1.9447
376.5,101325.0,0.3432,15,4,3.656,54.5,0.745342,0.992531,6.7247,3.4527
365.2,101325.0,0.6658,17,6,3.433,57.0,0.997057,0.584095,5.7813,3.2361
373.4,101325.0,0.491,13,7,2.223,44.9,0.847966,0.947054,5.5443,2.3009
357.4,101325.0,0.4964,11,3,3.032,42.5,0.839227,0.967422,7.249,7.4212
354.4,101325.0,0.7589,16,10,3.958,44.6,0.999301,0.539715,8.3266,8.3971
383.5,101325.0,0.6765,14,9,2.106,43.0,0.985035,0.732486,5.3834,2.0091
364.9,101325.0,0.4092,14,4,1.869,61.3,0.932816,0.921373,3.4124,3.5142
346.0,101325.0,0.2677,17,8,3.868,40.1,0.446824,0.999869,9.5881,10.0408
348.8,101325.0,0.6225,20,9,1.67,35.2,0.960369,0.999402,5.2881,5.5415
354.2,101325.0,0.3503,10,4,1.801,45.8,0.600158,0.945383,4.914,5.1924
350.6,101325.0,0.5716,17,8,1.597,63.4,0.982155,0.665407,2.892,3.1052
344.4,101325.0,0.2568,12,5,3.2,50.3,0.508981,0.992372,6.8243,7.315
342.2,101325.0,0.434,14,5,3.358,61.0,0.992617,0.923176,5.1598,5.6056
344.9,101325.0,0.4021,17,11,3.812,70.0,0.99478,0.851887,4.3805,4.7884
371.6,101325.0,0.2647,13,6,2.745,55.5,0.584651,0.991836,5.4042,5.458
357.5,101325.0,0.4428,10,3,2.735,39.1,0.698067,0.954788,7.27,7.4523
361.8,101325.0,0.4194,18,7,2.073,57.1,0.957412,0.984855,4.0318,4.1926
340.0,101325.0,0.472,20,9,2.45,68.2,0.989931,0.769495,3.3325,3.7642
348.6,101325.0,0.2669,11,5,3.179,47.8,0.499054,0.986623,7.1387,7.555
379.9,101325.0,0.7352,14,8,1.997,69.8,0.989529,0.374839,2.7495,0.6013
345.1,101325.0,0.6706,12,8,2.271,33.5,0.979242,0.941998,6.6224,6.8993
378.1,101325.0,0.6197,12,7,3.536,31.0,0.890795,0.983699,9.6965,6.3992
384.0,101325.0,0.5103,14,5,3.36,55.6,0.984452,0.868348,5.8871,2.5169
353.9,101325.0,0.3585,11,4,1.667,34.0,0.531609,0.977533,5.7414,6.0149
345.7,101325.0,0.7192,13,6,3.139,44.9,0.998551,0.623611,6.9146,7.1325
370.3,101325.0,0.7419,12,3,1.587,56.3,0.977217,0.440753,3.4433,0.2054
362.0,101325.0,0.4129,10,6,2.501,50.7,0.768882,0.933251,5.4591,5.5927
344.1,101325.0,0.6991,17,4,3.649,35.5,0.999018,0.845835,9.0907,9.3597
350.4,101325.0,0.4277,11,6,2.896,42.3,0.72315,0.975311,7.1592,7.4657
384.6,101325.0,0.4656,18,6,3.757,57.8,0.98552,0.913997,6.1035,2.7333
343.7,101325.0,0.5372,13,4,2.813,30.4,0.769198,0.993952,8.3934,8.742
382.2,101325.0,0.6421,16,10,2.256,48.4,0.983056,0.721397,5.1109,1.7487
347.2,101325.0,0.5496,14,7,3.989,53.4,0.997818,0.841545,7.05,7.3477
381.8,101325.0,0.5282,11,6,3.056,52.9,0.96767,0.863108,5.8302,2.4847
382.7,101325.0,0.2732,17,5,3.529,50.6,0.551781,0.998774,7.2819,3.923
374.5,101325.0,0.6254,16,9,1.592,66.5,0.945688,0.535948,2.6619,0.6293
376.7,101325.0,0.7915,13,4,2.021,56.1,0.993375,0.366473,4.0255,0.7185
381.8,101325.0,0.3549,11,7,2.58,51.5,0.675261,0.946798,5.5668,2.2137
384.3,101325.0,0.499,17,7,3.621,67.1,0.983601,0.738606,4.6243,1.2303
384.7,101325.0,0.5152,14,8,3.473,44.7,0.922141,0.988214,7.618,4.2517
372.4,101325.0,0.3743,19,12,1.716,53.8,0.780143,0.974213,3.9618,2.4183
343.8,101325.0,0.5253,16,10,1.89,36.1,0.820873,0.997884,5.7921,6.1547
346.2,101325.0,0.4527,14,9,2.384,35.8,0.703121,0.996377,6.9388,7.2936
348.2,101325.0,0.2499,15,6,1.84,64.2,0.671613,0.98526,3.2614,3.7094
357.9,101325.0,0.4004,18,7,2.928,42.8,0.699807,0.99974,7.1794,7.3863
351.1,101325.0,0.6317,14,4,2.235,34.7,0.960785,0.987533,6.456,6.6689
344.7,101325.0,0.5418,13,7,3.227,43.5,0.948091,0.985872,7.3177,7.6732
369.7,101325.0,0.6185,19,7,2.141,66.4,0.968317,0.558516,3.2204,0.0131
353.4,101325.0,0.4441,11,6,3.528,63.2,0.986558,0.871782,5.0652,5.3251
357.0,101325.0,0.7679,19,10,2.32,38.5,0.998145,0.599894,6.1912,6.2236
361.7,101325.0,0.5188,16,6,3.947,66.7,0.99717,0.720026,4.9962,5.0703
383.6,101325.0,0.2817,15,6,3.148,40.4,0.471678,0.998565,8.1112,4.7311
340.2,101325.0,0.6673,13,5,1.885,51.9,0.993972,0.635453,4.2115,4.5318
369.3,101325.0,0.5473,17,6,2.075,57.9,0.950876,0.746148,3.9644,1.2746
350.8,101325.0,0.5027,12,5,3.76,51.7,0.985866,0.948755,6.9897,7.2734
361.3,101325.0,0.6901,15,9,3.38,48.4,0.998352,0.638532,6.8527,5.9237
379.5,101325.0,0.6526,15,5,1.798,56.8,0.958537,0.580086,3.6958,0.3523
354.7,101325.0,0.5514,18,11,2.985,47.4,0.996582,0.942632,6.358,6.5575
368.1,101325.0,0.4971,20,12,3.499,50.4,0.994749,0.99271,6.7714,5.4546
363.1,101325.0,0.5069,11,3,3.989,34.1,0.76023,0.982673,10.4127,10.482
378.0,101325.0,0.295,11,5,3.006,69.6,0.697993,0.88102,3.8924,0.5844
363.3,101325.0,0.4427,14,4,2.586,52.8,0.920684,0.984566,5.2143,5.3354
376.3,101325.0,0.7903,16,6,2.762,37.0,0.99796,0.563283,7.1868,3.8933
345.5,101325.0,0.3871,13,4,3.496,52.5,0.805249,0.991223,6.7156,7.1334
381.5,101325.0,0.6079,14,6,2.88,50.8,0.990698,0.762839,5.7977,2.4469
342.7,101325.0,0.5667,12,5,2.595,52.2,0.992733,0.823436,5.2167,5.5693
354.8,101325.0,0.3475,15,8,3.288,42.7,0.605606,0.998856,7.9479,8.2252
369.9,101325.0,0.6166,14,5,2.322,63.9,0.976724,0.58685,3.653,0.4198
357.9,101325.0,0.7901,13,8,2.302,61.6,0.997803,0.339377,3.845,3.3792
366.5,101325.0,0.6303,11,5,3.168,69.5,0.993765,0.529206,3.8583,1.2421
365.1,101325.0,0.5911,14,5,3.06,62.3,0.995237,0.653457,4.6441,3.2939
342.8,101325.0,0.6713,13,5,2.179,68.5,0.995402,0.477739,3.0382,3.3071
349.3,101325.0,0.7373,18,8,1.987,50.2,0.99661,0.519944,4.512,4.6636
364.2,101325.0,0.2572,12,6,2.463,45.7,0.466525,0.991516,6.1724,6.3424
357.6,101325.0,0.638,16,7,3.01,59.0,0.99745,0.611787,4.986,5.0618
357.7,101325.0,0.5805,11,5,2.677,56.7,0.993083,0.734579,4.833,4.9439
375.8,101325.0,0.5611,16,7,2.005,60.5,0.924226,0.675986,3.6541,0.3553
380.7,101325.0,0.592,15,5,3.477,53.2,0.994498,0.762076,6.3582,3.0164
349.2,101325.0,0.5501,15,9,1.979,50.9,0.988752,0.873034,4.4441,4.7155
362.7,101325.0,0.4997,19,9,2.504,55.6,0.992228,0.893564,4.7235,4.8166
362.0,101325.0,0.4959,15,9,3.774,31.2,0.720382,0.999108,10.4645,10.553
346.0,101325.0,0.2617,11,6,3.718,67.5,0.742219,0.969659,4.8696,5.3468
354.9,101325.0,0.5328,15,9,3.329,54.2,0.99668,0.859181,6.0138,6.2063
354.0,101325.0,0.5426,17,10,3.403,47.0,0.997024,0.969893,7.0776,7.2969
345.6,101325.0,0.5568,11,5,1.898,34.6,0.825998,0.952029,5.9394,6.2521
368.8,101325.0,0.5284,15,5,3.396,42.6,0.917392,0.995712,7.7783,5.6481
374.6,101325.0,0.5736,11,5,2.996,59.4,0.986196,0.70841,4.932,1.6548
348.9,101325.0,0.4459,20,11,3.295,50.9,0.907956,0.999792,6.5124,6.8567
368.7,101325.0,0.6077,20,6,2.135,37.7,0.968898,0.989134,5.959,2.7844
350.9,101325.0,0.6823,11,5,3.81,34.6,0.992214,0.903413,9.5507,9.7347
352.4,101325.0,0.7131,17,11,3.83,46.5,0.999055,0.615902,7.8338,7.9567
365.1,101325.0,0.2231,15,10,2.763,48.1,0.428809,0.99886,6.4315,6.607
350.3,101325.0,0.3349,10,6,1.577,42.8,0.547592,0.949352,4.7998,5.1444
373.2,101325.0,0.3491,15,10,1.89,61.3,0.777322,0.921246,3.5328,1.9748
342.1,101325.0,0.4987,20,12,3.895,67.9,0.996997,0.736864,4.7657,5.1486
381.5,101325.0,0.3421,19,10,3.478,49.2,0.672825,0.999379,7.2959,3.955
349.4,101325.0,0.2759,13,5,3.272,36.1,0.430488,0.997733,8.9885,9.3799
345.0,101325.0,0.6739,17,5,2.849,36.5,0.998107,0.89016,7.4111,7.6845
345.9,101325.0,0.3334,19,9,1.926,59.5,0.818293,0.996643,3.7184,4.1649
374.6,101325.0,0.4772,13,7,3.002,55.9,0.95279,0.898009,5.4026,2.1485
356.6,101325.0,0.4673,14,5,3.392,46.0,0.861203,0.9951,7.3872,7.5947
366.1,101325.0,0.3686,11,5,3.808,51.4,0.735739,0.978538,7.428,7.5239
380.5,101325.0,0.7518,11,7,1.817,67.7,0.98838,0.361074,2.7648,0.5913
350.7,101325.0,0.2548,11,4,1.849,55.8,0.537457,0.969095,4.1048,4.4975
355.6,101325.0,0.264,17,5,2.989,31.3,0.384228,0.999888,9.0557,9.3525
380.7,101325.0,0.5651,10,6,2.102,48.5,0.912832,0.804142,4.9288,1.5846
367.8,101325.0,0.7585,14,4,3.392,30.3,0.998507,0.793616,9.2815,6.0958
378.9,101325.0,0.4476,19,7,3.442,50.0,0.893282,0.998065,6.8777,3.584
381.4,101325.0,0.7501,18,7,3.73,67.2,0.997703,0.370754,4.7047,1.3387
363.9,101325.0,0.4627,20,9,2.035,38.8,0.755954,0.999852,5.8865,5.9697
381.3,101325.0,0.2559,17,5,3.838,53.3,0.546601,0.998803,7.3577,4.0191
356.7,101325.0,0.6321,11,3,2.84,35.7,0.952995,0.945835,7.558,7.681
347.0,101325.0,0.7924,14,9,1.583,54.6,0.995877,0.376792,3.5576,3.7137
363.4,101325.0,0.37,12,5,2.314,44.4,0.653297,0.984758,5.9249,6.0554
358.4,101325.0,0.5633,17,9,2.563,50.0,0.995148,0.868578,5.4054,5.5312
369.3,101325.0,0.4571,11,5,1.74,64.8,0.897554,0.782159,2.9843,1.6578
384.5,101325.0,0.4735,19,7,2.719,34.1,0.718377,0.999735,7.8106,4.4235
375.2,101325.0,0.5367,13,6,2.686,35.1,0.819782,0.986717,7.5045,4.2373
362.6,101325.0,0.47,10,4,2.635,67.6,0.978275,0.773614,3.5863,3.6741
356.6,101325.0,0.6959,11,3,2.165,36.4,0.989735,0.817468,6.1147,6.1991
369.8,101325.0,0.7337,19,9,2.86,54.0,0.99639,0.490072,5.386,2.1564
345.1,101325.0,0.3952,20,9,2.852,49.0,0.774763,0.99985,6.2079,6.6249
343.2,101325.0,0.6052,13,8,2.551,59.1,0.995622,0.66499,4.4063,4.7143
368.7,101325.0,0.3306,10,5,1.523,40.2,0.520899,0.952481,4.9266,4.9777
377.7,101325.0,0.4358,13,7,1.872,68.8,0.801618,0.730094,2.8194,0.505
382.1,101325.0,0.6751,19,12,2.961,33.9,0.996444,0.951492,7.9419,4.6079
363.9,101325.0,0.3294,18,8,2.32,41.8,0.56579,0.999736,6.2793,6.4185
373.6,101325.0,0.5385,10,4,3.937,33.9,0.793621,0.958946,10.2813,7.0263
377.8,101325.0,0.2812,17,8,1.617,36.8,0.442907,0.996514,5.4403,2.131
352.3,101325.0,0.4845,15,4,2.419,68.4,0.989399,0.748756,3.2822,3.5197
356.0,101325.0,0.7285,12,7,2.408,47.8,0.997361,0.565109,5.3951,5.4555
344.1,101325.0,0.6949,12,6,2.857,51.2,0.997781,0.593783,5.7077,5.9568
373.7,101325.0,0.3224,13,5,3.339,64.2,0.846965,0.97011,4.8504,3.4938
353.0,101325.0,0.5493,17,8,3.426,54.5,0.997324,0.824732,6.1074,6.3158
341.5,101325.0,0.6802,15,8,2.103,55.5,0.9958,0.572848,4.1891,4.4801
362.5,101325.0,0.3435,18,10,3.495,44.7,0.621024,0.999834,8.0257,8.185
372.2,101325.0,0.5461,14,6,2.334,57.8,0.951841,0.750135,4.3077,1.0608
342.6,101325.0,0.5084,11,3,2.802,61.4,0.989756,0.794217,4.458,4.8368
341.6,101325.0,0.56,10,6,1.692,55.5,0.957946,0.759075,3.6632,4.0244
367.9,101325.0,0.4236,16,7,2.05,43.1,0.742683,0.997645,5.511,5.364
362.8,101325.0,0.3108,10,3,3.046,44.9,0.540583,0.971182,7.2647,7.4278
384.8,101325.0,0.7626,12,6,1.539,63.0,0.982833,0.366743,2.8579,0.546
373.0,101325.0,0.3024,16,4,1.994,38.7,0.492704,0.999037,6.0098,5.3358
370.8,101325.0,0.6284,11,6,1.625,46.1,0.928332,0.722281,4.3522,1.1185
366.5,101325.0,0.2486,11,6,2.542,53.8,0.514634,0.979852,5.3468,5.4876
370.5,101325.0,0.3935,18,9,3.1,47.3,0.746246,0.999515,6.8578,5.9524
369.4,101325.0,0.3321,19,9,2.268,41.2,0.564695,0.999855,6.2454,6.2934
373.8,101325.0,0.5991,18,6,3.582,30.1,0.856983,0.999766,9.9834,6.7343
375.1,101325.0,0.4885,18,6,3.546,57.8,0.986581,0.87515,5.8315,2.5703
378.6,101325.0,0.5929,19,6,2.427,34.1,0.899239,0.999104,6.9857,3.6872
368.9,101325.0,0.596,14,4,3.253,54.3,0.993413,0.738468,5.8995,2.6935
344.4,101325.0,0.304,16,10,1.607,31.5,0.443519,0.999398,5.8737,6.3242
350.7,101325.0,0.7268,17,5,1.635,51.0,0.99417,0.530085,3.9184,4.0544
341.1,101325.0,0.4568,10,5,2.75,41.2,0.741338,0.949287,7.0035,7.4319
369.3,101325.0,0.6041,12,7,1.656,63.6,0.928055,0.581308,2.9741,0.2553
374.0,101325.0,0.6449,19,10,3.597,51.4,0.996786,0.687816,6.7764,3.508
378.4,101325.0,0.4349,12,3,2.98,52.9,0.860953,0.944438,5.8391,2.5396
383.3,101325.0,0.7795,16,5,3.024,60.1,0.997348,0.365128,4.8693,1.4855
347.2,101325.0,0.5008,18,7,2.536,32.4,0.740729,0.999791,7.5929,7.9082
373.3,101325.0,0.2744,11,5,2.923,45.9,0.494792,0.985364,6.9482,6.6052
363.0,101325.0,0.7197,13,7,3.118,37.8,0.99775,0.737835,7.7673,5.4212
371.7,101325.0,0.4218,19,12,2.264,34.5,0.643861,0.999792,6.8829,4.9201
362.7,101325.0,0.3119,16,8,3.286,55.6,0.700529,0.998442,6.0801,6.2634
384.4,101325.0,0.4469,13,7,2.465,55.3,0.857821,0.885256,4.8272,1.4437
362.4,101325.0,0.4077,17,9,3.493,32.2,0.601244,0.999822,9.8591,9.9776
357.6,101325.0,0.439,20,6,2.182,60.0,0.98164,0.922732,3.873,4.0796
376.8,101325.0,0.5769,17,5,2.691,62.4,0.979689,0.665806,4.2248,0.9166
376.4,101325.0,0.2588,15,6,1.677,49.8,0.504382,0.988754,4.3954,2.5556
371.1,101325.0,0.6521,14,9,1.863,55.8,0.966322,0.5968,3.863,0.6186
373.3,101325.0,0.4872,16,9,2.032,42.4,0.827623,0.975258,5.4714,2.2309
374.1,101325.0,0.3902,15,5,2.606,57.3,0.83685,0.942645,4.8163,2.014
346.1,101325.0,0.7341,18,10,2.247,54.5,0.997319,0.485651,4.4805,4.6774
351.4,101325.0,0.3869,17,5,1.951,65.5,0.953703,0.911632,3.116,3.4411
369.3,101325.0,0.693,19,7,3.926,68.1,0.997116,0.449457,4.7658,1.5356
372.8,101325.0,0.3751,14,8,2.836,59.2,0.872588,0.967757,4.8649,3.1019
369.3,101325.0,0.2789,12,5,3.625,42.0,0.477069,0.994761,8.7968,8.87
341.5,101325.0,0.7289,16,10,3.569,60.1,0.99885,0.450318,5.527,5.7894
360.0,101325.0,0.6466,19,7,2.405,37.2,0.996692,0.944443,6.4859,6.5578
375.8,101325.0,0.2235,18,8,2.645,39.7,0.37057,0.999883,7.2699,6.5454
351.1,101325.0,0.3122,14,5,2.955,44.5,0.560597,0.997598,7.1374,7.4908
352.1,101325.0,0.4044,13,6,2.655,47.9,0.766523,0.989472,6.0252,6.3266
381.5,101325.0,0.6667,15,9,3.453,35.2,0.99683,0.94111,8.7521,5.424
368.5,101325.0,0.4595,16,6,1.77,53.7,0.922618,0.9398,3.9495,2.9914
377.5,101325.0,0.4506,10,6,3.406,30.3,0.632825,0.968576,9.9007,6.5873
363.0,101325.0,0.4325,13,8,2.567,68.0,0.984101,0.827074,3.4715,3.5788
370.8,101325.0,0.4873,15,9,3.702,40.9,0.822932,0.997681,8.7129,6.2045
370.2,101325.0,0.5342,18,8,3.055,62.5,0.985262,0.736436,4.6236,1.68
342.2,101325.0,0.6941,11,7,3.783,56.6,0.998457,0.539276,6.2939,6.5665
378.3,101325.0,0.5054,12,5,3.777,42.5,0.865117,0.98127,8.5495,5.2532
370.8,101325.0,0.3848,10,6,2.341,51.8,0.724034,0.930857,5.1279,4.2027
368.5,101325.0,0.3684,16,5,2.062,49.1,0.720817,0.996934,4.9653,5.0237
359.7,101325.0,0.3765,12,4,3.416,49.6,0.7344,0.98717,7.0764,7.2714
350.4,101325.0,0.5252,18,9,3.792,54.5,0.997657,0.869231,6.612,6.878
352.3,101325.0,0.2117,18,5,2.161,57.7,0.499324,0.999157,4.3755,4.7729
365.9,101325.0,0.7625,19,5,2.863,56.6,0.996967,0.417285,5.0849,1.8974
374.2,101325.0,0.6305,18,12,3.089,56.8,0.993529,0.645605,5.3616,2.0858
381.0,101325.0,0.2775,14,7,2.274,57.2,0.568768,0.940442,4.5522,1.2084
364.0,101325.0,0.2487,13,5,2.349,63.9,0.655332,0.981023,3.8865,4.0794
379.2,101325.0,0.758,16,5,3.514,54.9,0.998123,0.439259,6.173,2.8368
376.9,101325.0,0.2168,13,6,1.888,65.3,0.542173,0.956101,3.2651,1.9914
350.5,101325.0,0.6004,14,4,3.761,64.1,0.997932,0.622242,5.1829,5.3813
368.2,101325.0,0.4776,16,9,2.044,40.3,0.797794,0.996728,5.7215,4.6267
379.9,101325.0,0.6509,12,6,3.805,46.3,0.996826,0.750318,7.8262,4.4955
353.8,101325.0,0.7455,17,10,3.094,55.0,0.998667,0.461636,5.5856,5.6655
361.4,101325.0,0.6574,11,6,2.973,58.3,0.996746,0.585322,5.0251,4.6147
365.6,101325.0,0.5595,14,5,3.973,66.4,0.996908,0.661839,5.068,3.9563
346.8,101325.0,0.5273,17,6,3.987,41.0,0.893418,0.999543,9.1112,9.4384
372.8,101325.0,0.3877,11,7,2.994,36.4,0.599431,0.982248,8.223,6.2218
374.6,101325.0,0.2829,19,7,2.885,44.3,0.507795,0.999868,7.0754,5.9018
366.6,101325.0,0.5826,13,5,2.46,61.4,0.988235,0.672407,4.0583,2.1217
351.0,101325.0,0.7825,16,6,2.321,49.5,0.998176,0.437533,5.0853,5.1907
372.8,101325.0,0.3197,17,7,2.912,50.1,0.639774,0.999095,6.2879,5.4373
359.7,101325.0,0.7505,10,5,3.115,45.5,0.997332,0.545156,6.8015,5.7593
340.4,101325.0,0.6844,20,11,1.623,56.5,0.992341,0.552687,3.4641,3.7673
370.9,101325.0,0.3997,17,11,3.48,37.6,0.640371,0.99971,9.004,7.7959
364.8,101325.0,0.5039,12,4,3.917,67.2,0.996204,0.73639,4.8923,4.9265
364.3,101325.0,0.5771,20,6,2.501,51.0,0.994008,0.82351,5.2064,4.4962
348.8,101325.0,0.4517,11,6,3.062,45.2,0.799814,0.970346,7.006,7.3311
370.3,101325.0,0.3733,19,6,2.416,47.0,0.703992,0.999606,5.7817,5.2792
355.0,101325.0,0.3719,10,4,1.719,40.1,0.586389,0.948495,5.2804,5.5316
357.6,101325.0,0.2104,13,3,2.447,65.0,0.575038,0.985943,3.9165,4.2328
365.5,101325.0,0.3852,13,8,3.924,54.5,0.836,0.99115,7.009,7.1179
355.6,101325.0,0.4981,16,6,3.915,37.3,0.794062,0.9994,9.7084,9.9054
340.5,101325.0,0.2171,16,10,2.507,30.1,0.310498,0.999795,8.1381,8.7015
367.1,101325.0,0.5585,12,8,3.111,46.9,0.984179,0.92351,6.639,4.8604
379.4,101325.0,0.7701,14,8,2.041,40.9,0.993575,0.552818,5.455,2.1236
360.7,101325.0,0.6511,18,6,1.802,67.8,0.9915,0.510564,2.7397,2.755
340.6,101325.0,0.7223,20,12,3.198,64.5,0.99847,0.4297,4.5185,4.7952
366.9,101325.0,0.5881,19,12,3.817,60.7,0.996632,0.676402,5.7421,3.5831
372.8,101325.0,0.2273,16,8,2.93,67.1,0.679856,0.994591,4.1429,4.2065
379.1,101325.0,0.4121,18,5,3.389,40.6,0.6935,0.999601,8.3378,5.0208
369.6,101325.0,0.7006,14,7,2.047,51.5,0.986756,0.568886,4.492,1.2667
374.3,101325.0,0.5303,15,7,2.944,60.8,0.978171,0.75846,4.708,1.4386
368.9,101325.0,0.2574,16,8,3.861,55.9,0.582626,0.999173,6.9532,7.0572
349.1,101325.0,0.442,15,10,2.711,33.4,0.663027,0.998729,7.9371,8.2493
357.0,101325.0,0.7696,16,5,2.1,42.0,0.997628,0.545295,5.4525,5.4812
340.4,101325.0,0.6869,17,7,2.374,32.0,0.996999,0.972165,6.9586,7.3001
346.6,101325.0,0.5453,17,7,3.173,61.4,0.996534,0.738377,4.8859,5.1802
375.3,101325.0,0.6651,16,10,1.765,65.6,0.969394,0.494469,2.9017,0.3975
382.0,101325.0,0.4096,15,4,3.246,65.3,0.913999,0.858441,4.5447,1.1912
347.4,101325.0,0.2991,13,7,2.438,30.9,0.431602,0.997206,7.8216,8.2276
358.9,101325.0,0.702,15,10,1.894,37.7,0.995348,0.782761,5.4703,5.5152
359.5,101325.0,0.6415,19,5,3.51,69.3,0.997858,0.516367,4.1986,4.2361
375.5,101325.0,0.7258,14,5,3.7,54.4,0.998007,0.502373,6.4988,3.2048
360.7,101325.0,0.2464,17,9,2.611,35.7,0.383113,0.999836,7.6731,7.9002
359.6,101325.0,0.2546,11,3,3.386,69.3,0.744739,0.962531,4.2746,4.5383
343.5,101325.0,0.5518,17,5,3.598,38.3,0.894028,0.99951,8.7839,9.1459
348.3,101325.0,0.3235,14,8,2.98,67.7,0.937505,0.969465,3.9473,4.3662
347.8,101325.0,0.7891,19,12,2.21,57.5,0.997951,0.365268,4.1369,4.2824
376.7,101325.0,0.4677,11,6,2.358,40.6,0.753765,0.950826,6.3236,3.0317
358.5,101325.0,0.5134,18,8,3.855,68.6,0.996903,0.707911,4.6238,4.748
357.1,101325.0,0.3266,11,6,2.141,47.9,0.601659,0.972575,5.2961,5.5467
350.8,101325.0,0.3532,18,11,2.198,31.2,0.513315,0.999873,7.1901,7.515
351.0,101325.0,0.7269,10,5,1.608,54.0,0.991103,0.498161,3.6432,3.7727
379.8,101325.0,0.5468,18,8,3.636,47.8,0.99433,0.941874,7.344,4.0375
366.3,101325.0,0.441,16,6,2.369,53.6,0.939674,0.990651,4.7978,4.8755
340.9,101325.0,0.6074,16,5,1.927,36.5,0.953858,0.995285,5.6883,6.0641
349.5,101325.0,0.4289,15,6,3.881,45.0,0.778589,0.998495,8.4781,8.8076
357.7,101325.0,0.7456,12,8,3.274,53.6,0.998701,0.473502,6.0126,6.0359
373.0,101325.0,0.7657,17,9,1.571,45.9,0.983046,0.490475,4.2312,0.968
348.9,101325.0,0.2925,14,9,2.512,68.7,0.863886,0.967829,3.4223,3.8437
359.6,101325.0,0.3884,16,7,3.689,59.4,0.950364,0.995652,5.8305,6.0439
360.8,101325.0,0.6211,16,9,2.419,31.1,0.900754,0.998448,7.2846,7.3496
